model,model_display,tier,K,rho,N,epsilon,test_mse_mean,test_mse_std,test_mse_count,test_mae_mean,test_mae_std,test_mae_count,ar_vpt_mean,ar_vpt_std,ar_vpt_count,ar_vpt_std_mean,ar_vpt_std_std,ar_vpt_std_count,best_val_mse_mean,best_val_mse_std,best_val_mse_count,train_time_s_mean,train_time_s_std,train_time_s_count
dlinear,DLinear,1-Local,0.97,0.1,16,0.097,0.8968007763226827,0.00016765430777930738,3,0.7627135912577311,0.00011285223556248747,3,4.2,0.0,3,5.075431016179809,0.0,3,0.8847695922448239,0.00010478204074067552,3,967.7816802660624,665.7388791395865,3
dlinear,DLinear,1-Local,0.97,0.1,32,0.097,0.8949937224388123,3.908824251416249e-05,3,0.7602495749791464,0.0004323902245523474,3,5.5,0.04999999999999982,3,6.543238374219143,0.0393365888075633,3,0.8930690943874131,2.705852225559247e-06,3,513.4172112147013,119.84822262678911,3
dlinear,DLinear,1-Local,0.97,0.15,8,0.1455,0.9235556523005167,0.00012632997878700438,3,0.7867435812950134,0.0003975201872180654,3,3.9499999999999997,0.13228756555322937,3,4.139648286547904,0.31419435946799834,3,0.9111382077217381,9.237204190391926e-05,3,966.5286433696747,325.82996493836606,3
dlinear,DLinear,1-Local,0.97,0.15,16,0.1455,0.9126887321472168,0.0001311823486614877,3,0.7791961232821146,9.430510321802378e-05,3,4.033333333333333,0.05773502691896237,3,5.9298454640864335,0.01997894092079564,3,0.9208916788141518,0.00011713695068583194,3,1025.582394361496,683.4246219299979,3
dlinear,DLinear,1-Local,0.97,0.15,32,0.1455,0.9184338053067526,0.00010668859018012103,3,0.7830132047335306,0.0003559017463482674,3,4.783333333333333,0.11547005383792475,3,3.6913470300802005,0.046750992258193756,3,0.9181912643704249,8.633642063675432e-05,3,1109.997441291809,625.1129390649347,3
dlinear,DLinear,1-Local,0.97,0.2,8,0.194,0.9357658425966898,5.662743451605687e-05,3,0.8009293079376221,0.0004338352967303145,3,3.6666666666666665,0.20207259421636894,3,3.330900559527883,0.012336685343247885,3,0.9367887741744042,1.337000426841122e-05,3,707.5999023914337,152.9240257270304,3
dlinear,DLinear,1-Local,0.97,0.2,16,0.194,0.9351105491320292,0.0001553630748791684,3,0.8009815017382304,9.893086098154444e-05,3,2.25,0.0,3,2.1880356487041066,0.0,3,0.9430407715538435,0.00012593835897081393,3,961.4768628279368,848.4981752063206,3
dlinear,DLinear,1-Local,0.97,0.2,32,0.194,0.9345088601112366,1.5750858671968263e-05,3,0.8005120158195496,0.0003780435202470542,3,3.9500000000000006,0.0,3,4.224630161327735,0.0,3,0.9396331030566705,1.617820759363594e-05,3,573.9343246618906,177.10189759307715,3
dlinear,DLinear,1-Local,0.97,0.3,8,0.291,0.9600649476051331,3.357456152040779e-05,3,0.8281635443369547,0.00016585976775508566,3,1.9333333333333333,0.11547005383792512,3,1.7851158824875937,0.006475271099267584,3,0.9676239370590559,5.912990290069152e-06,3,581.7634756565094,92.00892310810471,3
dlinear,DLinear,1-Local,0.97,0.3,16,0.291,0.9629882971445719,0.00014146386542905523,3,0.8298661112785339,0.0001934615364749386,3,1.8999999999999997,0.0,3,2.4879710609249455,0.0,3,0.9616342552259539,0.00013263437619054146,3,961.8908791542053,868.0560545798972,3
dlinear,DLinear,1-Local,0.97,0.3,32,0.291,0.964086910088857,9.463333801013506e-05,3,0.830457329750061,0.00019525358095845804,3,2.3,0.0,3,1.4177446878757827,0.0,3,0.964609281390846,9.259531232552523e-05,3,870.2146824200948,666.0725380488022,3
dlinear,DLinear,1-Local,0.97,0.4,8,0.388,0.9740769863128662,1.8333443095173307e-05,3,0.843494713306427,6.934915251305209e-05,3,2.1166666666666667,0.07637626158259762,3,2.549300981103615,0.018621536355013006,3,0.9720603892648523,1.681985939709746e-05,3,639.5332458019257,141.63965303490082,3
dlinear,DLinear,1-Local,0.97,0.4,16,0.388,0.9794240991274515,0.00011893983030194709,3,0.8465594450632731,0.00016871400129527203,3,2.6,0.21794494717703367,3,3.4076322124036587,0.4945341823205173,3,0.9788043042106743,0.00012373117559462093,3,914.1373054981232,850.6047823331597,3
dlinear,DLinear,1-Local,0.97,0.4,32,0.388,0.9800077478090922,9.544625104724592e-06,3,0.8464572032292684,7.985025691261441e-05,3,3.3166666666666664,0.02886751345948144,3,4.692081788890774,0.017399124671449603,3,0.9806577813683663,1.145870114905415e-05,3,485.6056918303172,114.25079546885522,3
dlinear,DLinear,1-Local,0.97,0.5,8,0.485,0.9875762661298116,9.304589240711397e-05,3,0.8545950849850973,5.746958355534197e-05,3,1.4166666666666667,0.028867513459481235,3,1.2815998200908278,0.001688702086562352,3,0.9820807756105588,9.521184897606635e-05,3,992.4642440478007,616.3436395246229,3
dlinear,DLinear,1-Local,0.97,0.5,16,0.485,0.989223857720693,0.0001190585484715442,3,0.8553972442944845,4.4630242324774895e-05,3,2.2666666666666666,0.05773502691896237,3,3.443819736863803,0.0125868971947943,3,0.9915448304372746,0.00012252876586537852,3,947.7196958859762,842.772945368115,3
dlinear,DLinear,1-Local,0.97,0.5,32,0.485,0.9876581033070883,1.800142506325898e-05,3,0.8547418912251791,2.7237257507030094e-05,3,3.1333333333333333,0.028867513459481187,3,2.912308790590528,0.01364779739394563,3,0.9890433614158142,1.3368574656316249e-05,3,577.3907361030579,207.09076375011463,3
dlinear,DLinear,1-Local,2.0,0.05,8,0.1,0.9639576474825541,2.5750333303642524e-05,3,0.8360167741775513,0.00026154027077273653,3,1.6666666666666667,0.02886751345948133,3,1.4787508858689369,0.04943406024950604,3,0.9656020829573011,2.0917936471918718e-05,3,673.8032213846842,144.71836425814288,3
dlinear,DLinear,1-Local,2.0,0.05,16,0.1,0.9647554357846578,0.00013894010608543234,3,0.8368111451466879,0.00010424973919908025,3,2.0,0.0,3,2.4083189157584592,0.0,3,0.9649597835517127,0.00012779552499463784,3,1078.8318153222401,635.3033600719538,3
dlinear,DLinear,1-Local,2.0,0.05,32,0.1,0.9634475509325663,3.74585831509809e-05,3,0.8358059326807658,6.82072577416577e-05,3,2.9,0.1732050807568878,3,2.728435214873539,0.19611710113342357,3,0.9621469053676162,4.3139936145993855e-05,3,829.3935100237528,406.6804336684246,3
dlinear,DLinear,1-Local,2.0,0.075,8,0.15,0.9727456172307333,0.00010681154561186065,3,0.8424552877744039,0.0001871046890472713,3,1.8333333333333333,0.3055050463303894,3,1.9052072177090869,0.41264777520762214,3,0.9717734669047423,0.00010642210753933264,3,861.9728504816691,380.78093071891556,3
dlinear,DLinear,1-Local,2.0,0.075,16,0.15,0.971636434396108,1.1378140036632088e-05,3,0.8417818148930868,9.808616358940741e-05,3,1.4333333333333336,0.14433756729740643,3,1.5438041248273684,0.2692642498531977,3,0.9727216194272522,7.708512696717949e-06,3,499.5652346611023,65.33235182190866,3
dlinear,DLinear,1-Local,2.0,0.075,32,0.15,0.9724651575088501,8.642728986233099e-05,3,0.8422816395759583,0.00013955173503800997,3,1.6000000000000003,0.0,3,1.9078784028338915,0.0,3,0.9726384123496011,9.009576818955824e-05,3,1039.7584494749706,850.3762373225084,3
dlinear,DLinear,1-Local,2.0,0.1,8,0.2,0.9782879749933878,0.00016979614538546837,3,0.8462700446446737,1.2904004093672235e-05,3,1.45,0.0,3,1.5644487847162016,0.0,3,0.9782329201080037,0.0001718458411056892,3,1131.9999998410542,1036.2950667090786,3
dlinear,DLinear,1-Local,2.0,0.1,16,0.2,0.9788568615913391,0.00014097352838736483,3,0.8470958471298218,0.00013674438316559884,3,1.75,0.0,3,2.6433879775772606,0.0,3,0.9808212492035663,0.00012152891400072547,3,1340.4626805782318,795.4575349171839,3
dlinear,DLinear,1-Local,2.0,0.1,32,0.2,0.9790105024973551,1.7167931259896922e-05,3,0.8472721775372823,0.0001379863918803186,3,1.2833333333333332,0.10408329997330659,3,1.247429155786387,0.098136394579653,3,0.9786688487509019,1.8336821295178278e-05,3,627.3964297771454,168.17293827637087,3
dlinear,DLinear,1-Local,2.0,0.15,8,0.3,0.985726555188497,0.00018834348455610902,3,0.8521723548571268,6.767913409849239e-05,3,1.7333333333333334,0.12583057392117916,3,1.7267525199304046,0.07063003872996974,3,0.986247096308308,0.00017278009641305946,3,1268.932826121648,879.1159576460342,3
dlinear,DLinear,1-Local,2.0,0.15,16,0.3,0.984795610109965,1.7029969465030358e-05,3,0.8518168131510416,4.0285215107814195e-05,3,1.0333333333333334,0.028867513459481346,3,1.2237290058482895,0.03508532981653479,3,0.9866859499759123,1.7842118777593636e-05,3,424.875097990036,36.876299525102986,3
dlinear,DLinear,1-Local,2.0,0.15,32,0.3,0.9848668177922567,4.981655275552732e-06,3,0.8518322706222534,0.00010900232719330087,3,1.3999999999999997,0.0,3,1.2409673645990857,0.0,3,0.9846940443917985,2.9893192550414694e-06,3,506.1378884315491,146.49147410924604,3
dlinear,DLinear,1-Local,2.0,0.2,8,0.4,0.9879084229469299,0.00015583208908226604,3,0.8550415436426798,6.126633641857872e-05,3,1.7,0.0,3,1.5524174696260022,0.0,3,0.9879340510386907,0.00015414576345670685,3,1490.4771894613903,850.1899115873633,3
dlinear,DLinear,1-Local,2.0,0.2,16,0.4,0.9881046811739603,2.7052192558470313e-05,3,0.8547670841217041,2.0449084530507848e-05,3,1.05,0.0,3,1.3219304066402287,0.0,3,0.9881031360077577,2.6700255534419235e-05,3,509.318515141805,94.11969875602384,3
dlinear,DLinear,1-Local,2.0,0.2,32,0.4,0.9880236784617106,1.0217344223223172e-05,3,0.8546988368034363,7.254157084761332e-05,3,1.0666666666666667,0.028867513459481412,3,1.2223979681316808,0.03338878945556169,3,0.9879903849136639,6.347746833849893e-06,3,527.369670788447,163.65243480833993,3
dlinear,DLinear,1-Local,2.0,0.3,8,0.6,0.9923992156982422,1.3833286553860994e-05,3,0.8590431610743204,5.955650451838515e-05,3,1.0666666666666667,0.11547005383792512,3,1.2310272764606687,0.08281163514109728,3,0.9927702676915806,1.9781428552421315e-05,3,591.9025978247324,181.55686205386203,3
dlinear,DLinear,1-Local,2.0,0.3,16,0.6,0.9921762347221375,8.978762654137872e-06,3,0.8588372071584066,5.6633645275384034e-05,3,1.7,0.0,3,2.2825424421026654,0.0,3,0.9919705315105419,5.076293052888023e-06,3,506.55201474825543,127.07755410445216,3
dlinear,DLinear,1-Local,2.0,0.3,32,0.6,0.9923265973726908,8.238460193358506e-06,3,0.8590198159217834,9.181164460148352e-05,3,0.65,0.0,3,1.2359207094308275,0.0,3,0.9917939326276833,1.1100964507256247e-05,3,524.22141567866,117.31519330305528,3
dlinear,DLinear,1-Local,2.0,0.4,8,0.8,0.9961431423823038,8.949699108145845e-06,3,0.8623430132865906,2.973590841685554e-05,3,0.9666666666666667,0.057735026918962595,3,1.3403967963419043,0.0021546541577190303,3,0.9959890638429757,5.437552432721067e-06,3,692.3052253723145,150.57811003507737,3
dlinear,DLinear,1-Local,2.0,0.4,16,0.8,0.9958255092302958,5.356412892801114e-05,3,0.862151304880778,2.6399968615317476e-05,3,2.033333333333333,0.028867513459481187,3,2.1675008191608947,0.020255823984112045,3,0.9954255250957053,5.425953100308096e-05,3,667.791750907898,420.7234402661584,3
dlinear,DLinear,1-Local,2.0,0.4,32,0.8,0.995180626710256,1.3427900389276802e-05,3,0.8618953426678976,5.168919926932165e-05,3,0.85,0.0,3,0.9096702699330126,0.0,3,0.9957654005241704,1.5219074705076705e-05,3,621.2762164274851,158.8545719588606,3
dlinear,DLinear,1-Local,2.0,0.5,8,1.0,0.9975966215133667,0.00017458700035829307,3,0.8638734420140585,7.615286696490526e-05,3,0.6,0.0,3,0.8000000000000002,0.0,3,0.9977466320902427,0.00017403215583469318,3,1858.197317679723,832.9438484858985,3
dlinear,DLinear,1-Local,2.0,0.5,16,1.0,0.9984453717867533,0.0001277186143673511,3,0.8643953204154968,5.2773374880052664e-05,3,0.8000000000000002,0.0,3,1.661324772583615,0.0,3,0.9983759182763361,0.00012690564412169507,3,979.1922788619995,808.0256386012223,3
dlinear,DLinear,1-Local,2.0,0.5,32,1.0,0.9979610641797384,5.040031214766267e-05,3,0.8640933831532797,2.8228342764956336e-05,3,0.8666666666666667,0.028867513459481298,3,1.1884319152174772,0.06280425414554838,3,0.9983015631694879,4.6947910865625346e-05,3,736.4594351450602,470.6507847680355,3
dlinear,DLinear,1-Local,6.5,0.05,8,0.325,0.998074491818746,0.0001813953485949598,3,0.8641441861788431,6.163308572996265e-05,3,0.8333333333333334,0.05773502691896255,3,1.1269253670748067,0.007669782589414101,3,0.9957938077545171,0.00018337638729275317,3,1179.555588165919,784.2701558351283,3
dlinear,DLinear,1-Local,6.5,0.05,16,0.325,0.9975452820460001,1.632953343223123e-05,3,0.8640328248341879,2.026192664906825e-05,3,1.5833333333333333,0.15275252316519472,3,2.296750936053927,0.3586819016944051,3,0.9975108240616386,1.3994610823157972e-05,3,429.3022125562032,31.88818262907798,3
dlinear,DLinear,1-Local,6.5,0.05,32,0.325,0.9977273344993591,7.936151970430965e-06,3,0.8640793561935425,2.0583288472399064e-05,3,1.1666666666666667,0.02886751345948133,3,1.0023697967948668,0.019549570586743413,3,0.9982279759607339,8.100938937527443e-06,3,437.3494628270467,10.146175511055798,3
dlinear,DLinear,1-Local,6.5,0.075,8,0.4875,0.9988102316856384,6.194583153427211e-06,3,0.8647352457046509,7.854254918112342e-06,3,0.7833333333333333,0.07637626158259735,3,1.0309367306412038,0.0671132335850307,3,0.9995209340074314,6.834435185752053e-06,3,730.5901298522949,225.71533451113305,3
dlinear,DLinear,1-Local,6.5,0.075,16,0.4875,0.9985287586847941,0.00013232776609838043,3,0.8645613590876261,7.80038390003848e-05,3,0.9,0.0,3,0.8291988009367426,0.060365741837593474,3,0.9984059222595514,0.00012633472460199267,3,981.3754734992981,803.7025605391448,3
dlinear,DLinear,1-Local,6.5,0.075,32,0.4875,0.9993332425753275,1.7275307195098996e-05,3,0.8650994102160136,2.3110492042080122e-05,3,1.3833333333333335,0.05773502691896242,3,1.5494142115936775,0.014946617253202408,3,0.9977777004244595,1.7112335142630304e-05,3,444.920917113622,58.555980443640514,3
dlinear,DLinear,1-Local,6.5,0.1,8,0.65,0.9997388323148092,1.8358359604749674e-05,3,0.865133802096049,5.11451384404206e-05,3,1.7666666666666666,0.028867513459481346,3,2.361767207788837,0.02415542009529065,3,0.9994427087748526,2.804589760054189e-05,3,562.4376348654429,44.67265580964063,3
dlinear,DLinear,1-Local,6.5,0.1,16,0.65,0.9986442526181539,0.00012520858090553263,3,0.8648285269737244,2.6417771059974934e-05,3,1.05,0.0,3,1.3592277219068185,0.0,3,0.999796862101095,0.0001236750146967936,3,1020.5767548878988,707.5681733454675,3
dlinear,DLinear,1-Local,6.5,0.1,32,0.65,0.9988103906313578,1.3302166805616654e-05,3,0.8649565577507019,1.0966606742960858e-05,3,0.8000000000000002,0.0,3,0.9273618495495702,0.0,3,0.999443914060344,1.4442488604649382e-05,3,481.01820222536725,173.97151167768763,3
dlinear,DLinear,1-Local,6.5,0.15,8,0.975,0.9991904497146606,0.0001017324526890429,3,0.8653643727302551,4.658429983368165e-05,3,1.3499999999999999,0.10000000000000003,3,2.356374324643826,0.05000063238632785,3,0.9986975790999146,0.00010106459526875846,3,970.8088485399882,340.73688003558647,3
dlinear,DLinear,1-Local,6.5,0.15,16,0.975,0.9987649718920389,2.606525041451178e-06,3,0.8649443984031677,2.3208873084204145e-05,3,0.8000000000000002,0.0,3,0.9273618495495705,0.0,3,0.999529120272595,4.516577320566254e-06,3,488.4143973986308,70.74476296190338,3
dlinear,DLinear,1-Local,6.5,0.15,32,0.975,0.9986087481180826,6.052831378277e-06,3,0.8649847904841105,1.0651790848698029e-05,3,1.5333333333333332,0.028867513459481315,3,1.6375134714107655,0.018012396353541033,3,0.9997999760075357,3.056303087344162e-06,3,492.9833807150523,134.9909504513648,3
dlinear,DLinear,1-Local,6.5,0.2,8,1.3,0.9996736645698547,8.849031709426847e-05,3,0.8657413323720297,1.2772697302007977e-05,3,1.2666666666666666,0.028867513459481235,3,1.208898797411295,0.018588879102482563,3,0.9984871505384602,8.363452840359099e-05,3,998.2508714993795,605.1436654526166,3
dlinear,DLinear,1-Local,6.5,0.2,16,1.3,0.9996042450269064,6.885390008386405e-06,3,0.865622858206431,8.015735220099534e-06,3,1.0,0.08660254037844385,3,1.4454138953796518,0.0931021297561545,3,0.9996290334670954,6.612262919786251e-06,3,544.5814416408539,72.77074051997931,3
dlinear,DLinear,1-Local,6.5,0.2,32,1.3,0.9996389547983805,8.599374959069345e-05,3,0.865692655245463,2.8550707804331662e-05,3,1.0166666666666666,0.028867513459481346,3,0.939321409359042,0.01621526686843361,3,1.000066542908014,8.752292448166797e-05,3,1022.1646512349447,702.9665224163546,3
dlinear,DLinear,1-Local,6.5,0.3,8,1.95,0.9992497762044271,0.00017359869248188896,3,0.8654564817746481,5.045727105780179e-05,3,1.0666666666666667,0.057735026918962644,3,1.6299506520603266,0.0699378850993798,3,1.0010071415755393,0.00017418077802810442,3,1118.673191467921,781.2644009505173,3
dlinear,DLinear,1-Local,6.5,0.3,16,1.95,1.0008113384246826,0.00012552738189697266,3,0.8664455612500509,3.532787626592636e-05,3,0.7833333333333333,0.028867513459481322,3,1.1265583346184622,0.007034063726998834,3,1.0003054264646944,0.00012287995273178924,3,881.6900180975596,679.5846032846096,3
dlinear,DLinear,1-Local,6.5,0.3,32,1.95,0.9999919931093851,9.02843013946457e-05,3,0.8659996191660563,2.794036202119771e-05,3,0.9,0.0,3,1.5459624833740306,0.0,3,1.0000152791673307,8.94712313219017e-05,3,907.9630491733551,672.2896091945386,3
dlinear,DLinear,1-Local,6.5,0.4,8,2.6,1.0007770856221516,1.5862153689942566e-05,3,0.8665202458699545,3.09504447722979e-06,3,1.3166666666666667,0.028867513459481346,3,1.6375386854535756,0.03808648663849841,3,0.9991697091644755,1.5040808428072329e-05,3,610.6529511610667,128.7896496974816,3
dlinear,DLinear,1-Local,6.5,0.4,16,2.6,1.0012034972508748,8.202373020839928e-06,3,0.8665340344111124,2.563230740673652e-06,3,0.8666666666666667,0.028867513459481322,3,1.309562628539661,0.008281479242300563,3,1.0005020509898996,1.2759989302694491e-05,3,425.12196159362793,15.497295227328218,3
dlinear,DLinear,1-Local,6.5,0.4,32,2.6,1.0008372863133748,4.375847029986929e-05,3,0.8664053877194723,1.2206637371822496e-05,3,1.6499999999999997,0.0,3,1.796524422322168,0.0,3,1.0004756174838731,4.7079158597397105e-05,3,790.5470890204111,323.7886217945282,3
dlinear,DLinear,1-Local,6.5,0.5,8,3.25,1.0008944272994995,0.0001751976308072575,3,0.8664028843243917,4.8163257733820254e-05,3,0.7999999999999999,0.049999999999999975,3,1.202588566104602,0.13480026339631532,3,1.0001488142213228,0.00017116613708340276,3,855.8730134963989,219.34860686261175,3
dlinear,DLinear,1-Local,6.5,0.5,16,3.25,0.9999399979909261,1.3477680880682732e-05,3,0.8659111857414246,1.0941958278826368e-06,3,1.3666666666666665,0.05773502691896251,3,1.7596480622078723,0.02140200346040571,3,1.000271501467333,1.3979280728513223e-05,3,453.7025306224823,35.02484639848003,3
dlinear,DLinear,1-Local,6.5,0.5,32,3.25,1.0000852545102437,8.204055567740246e-05,3,0.8660779396692911,2.492688288529533e-05,3,1.25,0.0,3,1.2196310917650468,0.0,3,0.9997984604602629,8.567775925571726e-05,3,566.3585170110067,244.98858634259648,3
dsformer,DSformer,3-Implicit,0.5,0.05,8,0.025,0.5161171754201254,0.001624340386223425,3,0.4553293784459432,0.00185785320008881,3,15.35,1.9918584287042083,3,13.377940980812026,2.2067606736719916,3,0.5289154575566303,0.0022916316138583146,3,6671.347546339035,36.46036694546428,3
dsformer,DSformer,3-Implicit,0.5,0.05,16,0.025,0.5045384565989176,0.009646193446091172,3,0.4535366892814636,0.0028861334364143707,3,23.366666666666664,2.322893310794392,3,10.601905855752369,2.0740994042343774,3,0.5292740981536356,0.011996282378930325,3,6204.197565237681,30.66542095088306,3
dsformer,DSformer,3-Implicit,0.5,0.05,32,0.025,0.49592337012290955,0.011077108771947746,3,0.4471534689267476,0.012483513063778857,3,30.46666666666667,2.523060311077269,3,13.602545677467504,1.3833389456728444,3,0.515665168106137,0.010747195512845578,3,6254.656187772751,113.37756076358343,3
dsformer,DSformer,3-Implicit,0.5,0.075,8,0.0375,0.583695630232493,0.014427153248097629,3,0.5061714847882589,0.005911898078525466,3,15.799999999999999,1.0404326023342412,3,13.979139957755057,2.633053182570364,3,0.5468618491492664,0.01724328758453513,3,6616.730339606603,15.248784368787678,3
dsformer,DSformer,3-Implicit,0.5,0.075,16,0.0375,0.5417040586471558,0.010614214823133258,3,0.4830242991447449,0.0073839556003194,3,20.150000000000002,2.2096379793984355,3,14.501530833267118,4.360866340270554,3,0.5735748502631534,0.0100410420869851,3,6133.009209235509,27.961754997617504,3
dsformer,DSformer,3-Implicit,0.5,0.075,32,0.0375,0.5568594336509705,0.012485340699363419,3,0.49090330799420673,0.007509445573681855,3,24.900000000000002,0.30413812651490973,3,11.816916164936119,2.4765376084984303,3,0.5653365129921241,0.013920287708716688,3,6065.438941399257,99.3353739884814,3
dsformer,DSformer,3-Implicit,0.5,0.1,8,0.05,0.5865800380706787,0.007216343017797643,3,0.5150237679481506,0.004843816846911708,3,14.633333333333335,1.2741009902410931,3,11.06469227217769,1.1763831786526828,3,0.6205525689980647,0.007200189647182966,3,6739.868803183238,48.86704618555387,3
dsformer,DSformer,3-Implicit,0.5,0.1,16,0.05,0.5850793123245239,0.000547666039082714,3,0.5136378407478333,0.002543949149969543,3,17.5,1.1905880899790657,3,9.54755016902748,2.043019494487264,3,0.5885396352910387,0.0008601675501065145,3,5991.5592297712965,48.931790362576955,3
dsformer,DSformer,3-Implicit,0.5,0.1,32,0.05,0.5974341829617819,0.004170702212607663,3,0.5198116501172384,0.0033741428706910485,3,24.96666666666667,0.7488880646220333,3,15.477686132561942,0.6703342247339789,3,0.5823086840524417,0.0039881295393142556,3,3277.8554520606995,7.073041743554859,3
dsformer,DSformer,3-Implicit,0.5,0.15,8,0.075,0.6295113364855448,0.0029051409439212247,3,0.5486335555712382,0.0024773595423438232,3,8.083333333333334,0.35472994422987913,3,6.392634204520744,0.9434468139684096,3,0.6259999387590168,0.0030741421162034295,3,3540.076805750529,27.498517912028575,3
dsformer,DSformer,3-Implicit,0.5,0.15,16,0.075,0.6684396664301554,0.0053920371874146,3,0.5702451864878336,0.003982731373287216,3,11.616666666666667,1.625064101299802,3,8.18582805182506,1.7754094341674813,3,0.6558883655772477,0.0048018062675591125,3,3222.4041446844735,30.087627683804957,3
dsformer,DSformer,3-Implicit,0.5,0.15,32,0.075,0.6615130106608073,0.004446682380937281,3,0.5666194756825765,0.0025684046188346296,3,27.78333333333333,2.4659345760448153,3,22.631067780786093,6.586038767893672,3,0.6581436788991041,0.004758695422595964,3,3194.6474187374115,8.286325851141065,3
dsformer,DSformer,3-Implicit,0.5,0.2,8,0.1,0.7083963751792908,0.0039656094519988135,3,0.6011435786883036,0.0031703142185143434,3,8.950000000000001,0.3122498999199197,3,7.619718467983525,0.28911192124541096,3,0.7102020914374784,0.00381897063805623,3,3548.424347559611,32.795436342906896,3
dsformer,DSformer,3-Implicit,0.5,0.2,16,0.1,0.6964046359062195,0.005652213428004186,3,0.5941240588823954,0.0048204141952291535,3,12.049999999999999,1.0641898326896382,3,10.58357513467667,2.9699589311942747,3,0.7084485496603045,0.00600864857307057,3,3203.8171842892966,55.19518830702738,3
dsformer,DSformer,3-Implicit,0.5,0.2,32,0.1,0.6876959999402364,0.005503384576801063,3,0.5887799263000488,0.003820736829575663,3,14.983333333333334,1.4224392195567912,3,7.231777519061558,1.6593194002945255,3,0.6766004359591897,0.005682362602657369,3,3209.768934170405,20.509368827600063,3
dsformer,DSformer,3-Implicit,0.5,0.3,8,0.15,0.7801313400268555,0.005063994131997578,3,0.6550753315289816,0.004755092785826285,3,7.433333333333334,0.5392896562454486,3,7.517113353720734,1.5706719074874105,3,0.7314715987290391,0.005329396140393701,3,3555.9529243310294,22.094633452046,3
dsformer,DSformer,3-Implicit,0.5,0.3,16,0.15,0.7769984404246012,0.013524761178787897,3,0.6518009305000305,0.008059317020032927,3,10.283333333333333,0.9073771725877466,3,6.478596563707981,0.5224268820291514,3,0.7429314140370318,0.012484684811077418,3,3264.4247465133667,22.755402820802388,3
dsformer,DSformer,3-Implicit,0.5,0.3,32,0.15,0.7481703162193298,0.00467320609743525,3,0.6352029045422872,0.003939976650246672,3,11.033333333333333,0.9073771725877464,3,6.641438913544573,0.9807822064473897,3,0.7697006293841472,0.004790236539498479,3,3232.236240386963,7.40792421792768,3
dsformer,DSformer,3-Implicit,0.5,0.4,8,0.2,0.791431725025177,0.007264291033579361,3,0.6731374859809875,0.005741762638603356,3,4.3500000000000005,0.34641016151377535,3,2.3435290175655745,0.1818175341989826,3,0.8185423682175733,0.006870396368262668,3,3598.5769226551056,35.71611506140642,3
dsformer,DSformer,3-Implicit,0.5,0.4,16,0.2,0.8100246588389078,0.0009111599715280676,3,0.6824631293614706,0.0011419933406746116,3,7.583333333333333,0.5057996968497839,3,7.965846984303106,1.5737448122245583,3,0.797983360417971,0.0010277660853883624,3,3196.0544861157737,12.267509968606218,3
dsformer,DSformer,3-Implicit,0.5,0.4,32,0.2,0.8092399636904398,0.002184119358987567,3,0.680886705716451,0.002344095253451647,3,9.683333333333334,0.5838093296045659,3,6.5102075138465665,0.5996225395893254,3,0.8131225096273802,0.0022461214653009547,3,3184.6226805845895,11.109878828672722,3
dsformer,DSformer,3-Implicit,0.5,0.5,8,0.25,0.8438990712165833,0.006614672994088323,3,0.7131184935569763,0.005363007992297358,3,5.583333333333333,0.48562674281111573,3,4.009840173905616,0.3324494993211302,3,0.8410752174022287,0.006545710930704994,3,3574.695258140564,20.392830272143673,3
dsformer,DSformer,3-Implicit,0.5,0.5,16,0.25,0.8330162366231283,0.005118173670632982,3,0.7071455121040344,0.0037422529211259717,3,4.95,0.18027756377319945,3,3.1181703982958595,0.06534562561609808,3,0.8502393467695563,0.005133582190684581,3,3198.922439177831,26.211485351464063,3
dsformer,DSformer,3-Implicit,0.5,0.5,32,0.25,0.8398474454879761,0.0054577117200319625,3,0.7095792293548584,0.004244687426600869,3,7.816666666666666,0.24664414311581193,3,3.245998229788002,0.33014123995607647,3,0.8367902387319001,0.0054720182253187475,3,3232.2660888036094,18.1673136389226,3
dsformer,DSformer,3-Implicit,0.97,0.05,8,0.0485,0.6607042749722799,0.013273014982122262,3,0.5804219841957092,0.008751050274351715,3,11.233333333333334,0.5575242894559252,3,8.883688353511188,1.2155747021612942,3,0.6632646950171653,0.012671712136165332,3,3482.6781537532806,35.39460935868417,3
dsformer,DSformer,3-Implicit,0.97,0.05,16,0.0485,0.6552792191505432,0.007993416969309641,3,0.5786603490511576,0.004735317536157554,3,13.083333333333334,1.053960783584159,3,8.324464746107791,0.6772592090276982,3,0.6513273478396966,0.007820182343920385,3,3139.4282064437866,48.971886064148165,3
dsformer,DSformer,3-Implicit,0.97,0.05,32,0.0485,0.6438195705413818,0.014332988520435732,3,0.5714947779973348,0.01039446074833155,3,16.583333333333332,0.5859465277082323,3,5.911894194535864,0.5436088197589614,3,0.6410150574637511,0.014130824772586523,3,3143.99703001976,23.980562315664812,3
dsformer,DSformer,3-Implicit,0.97,0.075,8,0.07275,0.7113370299339294,0.006398064426187865,3,0.6224139134089152,0.0046010169361182995,3,6.783333333333334,0.3685557397915999,3,5.822820542151791,0.33300360484942026,3,0.7122601049670321,0.006566514433137969,3,3511.7477082411447,21.994269696850825,3
